Time,Load (kW),hour,dayofweek,quarter,month,year
2017-10-20 09:00:00,1310733.743,9,4,4,10,2017
2017-10-20 10:00:00,1369779.735,10,4,4,10,2017
2017-10-20 11:00:00,1384426.587,11,4,4,10,2017
2017-10-20 12:00:00,1385350.629,12,4,4,10,2017
2017-10-20 13:00:00,1378209.395,13,4,4,10,2017
2017-10-20 14:00:00,1390494.397,14,4,4,10,2017
2017-10-20 15:00:00,1387430.227,15,4,4,10,2017
2017-10-20 16:00:00,1374507.581,16,4,4,10,2017
2017-10-20 17:00:00,1347576.625,17,4,4,10,2017
2017-10-20 18:00:00,1315315.449,18,4,4,10,2017
2017-10-20 19:00:00,1252186.809,19,4,4,10,2017
2017-10-20 20:00:00,1208376.035,20,4,4,10,2017
2017-10-20 21:00:00,1178602.366,21,4,4,10,2017
2017-10-20 22:00:00,1141415.272,22,4,4,10,2017
2017-10-20 23:00:00,1102808.526,23,4,4,10,2017
2017-10-21 00:00:00,1072921.226,0,5,4,10,2017
2017-10-21 01:00:00,1045196.631,1,5,4,10,2017
2017-10-21 02:00:00,1025905.597,2,5,4,10,2017
2017-10-21 03:00:00,1011770.309,3,5,4,10,2017
2017-10-21 04:00:00,1000638.143,4,5,4,10,2017
2017-10-21 05:00:00,1006569.255,5,5,4,10,2017
2017-10-21 06:00:00,1013711.487,6,5,4,10,2017
2017-10-21 07:00:00,1040459.743,7,5,4,10,2017
2017-10-21 08:00:00,1102249.854,8,5,4,10,2017
2017-10-21 09:00:00,1184128.134,9,5,4,10,2017
2017-10-21 10:00:00,1229600.461,10,5,4,10,2017
2017-10-21 11:00:00,1246686.813,11,5,4,10,2017
2017-10-21 12:00:00,1244422.125,12,5,4,10,2017
2017-10-21 13:00:00,1237431.037,13,5,4,10,2017
2017-10-21 14:00:00,1243795.077,14,5,4,10,2017
2017-10-21 15:00:00,1238616.013,15,5,4,10,2017
2017-10-21 16:00:00,1225662.101,16,5,4,10,2017
2017-10-21 17:00:00,1203771.648,17,5,4,10,2017
2017-10-21 18:00:00,1200986.784,18,5,4,10,2017
2017-10-21 19:00:00,1168989.774,19,5,4,10,2017
2017-10-21 20:00:00,1140894.268,20,5,4,10,2017
2017-10-21 21:00:00,1122782.796,21,5,4,10,2017
2017-10-21 22:00:00,1096458.282,22,5,4,10,2017
2017-10-21 23:00:00,1072183.614,23,5,4,10,2017
2017-10-22 00:00:00,1048092.539,0,6,4,10,2017
2017-10-22 01:00:00,1026918.187,1,6,4,10,2017
2017-10-22 02:00:00,1011776.875,2,6,4,10,2017
2017-10-22 03:00:00,998468.4069,3,6,4,10,2017
2017-10-22 04:00:00,988349.331,4,6,4,10,2017
2017-10-22 05:00:00,987000.231,5,6,4,10,2017
2017-10-22 06:00:00,982744.343,6,6,4,10,2017
2017-10-22 07:00:00,978788.391,7,6,4,10,2017
2017-10-22 08:00:00,1009664.763,8,6,4,10,2017
2017-10-22 09:00:00,1045634.259,9,6,4,10,2017
2017-10-22 10:00:00,1068061.697,10,6,4,10,2017
2017-10-22 11:00:00,1084734.225,11,6,4,10,2017
2017-10-22 12:00:00,1082907.389,12,6,4,10,2017
2017-10-22 13:00:00,1082532.001,13,6,4,10,2017
2017-10-22 14:00:00,1088643.653,14,6,4,10,2017
2017-10-22 15:00:00,1091737.863,15,6,4,10,2017
2017-10-22 16:00:00,1089617.605,16,6,4,10,2017
2017-10-22 17:00:00,1083435.949,17,6,4,10,2017
2017-10-22 18:00:00,1094085.802,18,6,4,10,2017
2017-10-22 19:00:00,1088594.698,19,6,4,10,2017
2017-10-22 20:00:00,1077961.249,20,6,4,10,2017
2017-10-22 21:00:00,1068923.289,21,6,4,10,2017
2017-10-22 22:00:00,1054853.119,22,6,4,10,2017
2017-10-22 23:00:00,1038428.553,23,6,4,10,2017
2017-10-23 00:00:00,1016369.125,0,0,4,10,2017
2017-10-23 01:00:00,997387.8808,1,0,4,10,2017
2017-10-23 02:00:00,984653.8289,2,0,4,10,2017
2017-10-23 03:00:00,976924.4649,3,0,4,10,2017
2017-10-23 04:00:00,971820.641,4,0,4,10,2017
2017-10-23 05:00:00,983086.9549,5,0,4,10,2017
2017-10-23 06:00:00,1018049.469,6,0,4,10,2017
2017-10-23 07:00:00,1086548.492,7,0,4,10,2017
2017-10-23 08:00:00,1213317.273,8,0,4,10,2017
2017-10-23 09:00:00,1321416.213,9,0,4,10,2017
2017-10-23 10:00:00,1382161.234,10,0,4,10,2017
2017-10-23 11:00:00,1397263.844,11,0,4,10,2017
2017-10-23 12:00:00,1400135.702,12,0,4,10,2017
2017-10-23 13:00:00,1394537.484,13,0,4,10,2017
2017-10-23 14:00:00,1404946.776,14,0,4,10,2017
2017-10-23 15:00:00,1409159.108,15,0,4,10,2017
2017-10-23 16:00:00,1399742.83,16,0,4,10,2017
2017-10-23 17:00:00,1368486.249,17,0,4,10,2017
2017-10-23 18:00:00,1322393.985,18,0,4,10,2017
2017-10-23 19:00:00,1260671.981,19,0,4,10,2017
2017-10-23 20:00:00,1214322.837,20,0,4,10,2017
2017-10-23 21:00:00,1176842.816,21,0,4,10,2017
2017-10-23 22:00:00,1140188.99,22,0,4,10,2017
2017-10-23 23:00:00,1103861.206,23,0,4,10,2017
2017-10-24 00:00:00,1071000.666,0,1,4,10,2017
2017-10-24 01:00:00,1043673.528,1,1,4,10,2017
2017-10-24 02:00:00,1028017.733,2,1,4,10,2017
2017-10-24 03:00:00,1014800.947,3,1,4,10,2017
2017-10-24 04:00:00,1006974.629,4,1,4,10,2017
2017-10-24 05:00:00,1017058.923,5,1,4,10,2017
2017-10-24 06:00:00,1040932.725,6,1,4,10,2017
2017-10-24 07:00:00,1099805.608,7,1,4,10,2017
2017-10-24 08:00:00,1217078.213,8,1,4,10,2017
2017-10-24 09:00:00,1320325.815,9,1,4,10,2017
2017-10-24 10:00:00,1375001.262,10,1,4,10,2017
2017-10-24 11:00:00,1385119.85,11,1,4,10,2017
2017-10-24 12:00:00,1385354.118,12,1,4,10,2017
2017-10-24 13:00:00,1376167.464,13,1,4,10,2017
2017-10-24 14:00:00,1392755.85,14,1,4,10,2017
2017-10-24 15:00:00,1390413.11,15,1,4,10,2017
2017-10-24 16:00:00,1372644.65,16,1,4,10,2017
2017-10-24 17:00:00,1339787.821,17,1,4,10,2017
2017-10-24 18:00:00,1301344.829,18,1,4,10,2017
2017-10-24 19:00:00,1247283.951,19,1,4,10,2017
2017-10-24 20:00:00,1203125.853,20,1,4,10,2017
2017-10-24 21:00:00,1169381.37,21,1,4,10,2017
2017-10-24 22:00:00,1136064.892,22,1,4,10,2017
2017-10-24 23:00:00,1099743.494,23,1,4,10,2017
2017-10-25 00:00:00,1069100.858,0,2,4,10,2017
2017-10-25 01:00:00,1044466.246,1,2,4,10,2017
2017-10-25 02:00:00,1023408.399,2,2,4,10,2017
2017-10-25 03:00:00,1010874.363,3,2,4,10,2017
2017-10-25 04:00:00,1002461.741,4,2,4,10,2017
2017-10-25 05:00:00,1012606.705,5,2,4,10,2017
2017-10-25 06:00:00,1035698.737,6,2,4,10,2017
2017-10-25 07:00:00,1096289.118,7,2,4,10,2017
2017-10-25 08:00:00,1211288.107,8,2,4,10,2017
2017-10-25 09:00:00,1316083.709,9,2,4,10,2017
2017-10-25 10:00:00,1372681.948,10,2,4,10,2017
2017-10-25 11:00:00,1385224.184,11,2,4,10,2017
2017-10-25 12:00:00,1385915.802,12,2,4,10,2017
2017-10-25 13:00:00,1378826.424,13,2,4,10,2017
2017-10-25 14:00:00,1391138.612,14,2,4,10,2017
2017-10-25 15:00:00,1388665.306,15,2,4,10,2017
2017-10-25 16:00:00,1379651.628,16,2,4,10,2017
2017-10-25 17:00:00,1347715.965,17,2,4,10,2017
2017-10-25 18:00:00,1315708.535,18,2,4,10,2017
2017-10-25 19:00:00,1257647.683,19,2,4,10,2017
2017-10-25 20:00:00,1210335.673,20,2,4,10,2017
2017-10-25 21:00:00,1170423.48,21,2,4,10,2017
2017-10-25 22:00:00,1133275.702,22,2,4,10,2017
2017-10-25 23:00:00,1093224.772,23,2,4,10,2017
2017-10-26 00:00:00,1066406.58,0,3,4,10,2017
2017-10-26 01:00:00,1044183.697,1,3,4,10,2017
2017-10-26 02:00:00,1023206.359,2,3,4,10,2017
2017-10-26 03:00:00,1010240.115,3,3,4,10,2017
2017-10-26 04:00:00,1002919.575,4,3,4,10,2017
2017-10-26 05:00:00,1014421.223,5,3,4,10,2017
2017-10-26 06:00:00,1040801.489,6,3,4,10,2017
2017-10-26 07:00:00,1096321.73,7,3,4,10,2017
2017-10-26 08:00:00,1208703.979,8,3,4,10,2017
2017-10-26 09:00:00,1311695.295,9,3,4,10,2017
2017-10-26 10:00:00,1371816.996,10,3,4,10,2017
2017-10-26 11:00:00,1386499.62,11,3,4,10,2017
2017-10-26 12:00:00,1387275.774,12,3,4,10,2017
2017-10-26 13:00:00,1375591.0,13,3,4,10,2017
2017-10-26 14:00:00,1388497.022,14,3,4,10,2017
2017-10-26 15:00:00,1386710.066,15,3,4,10,2017
2017-10-26 16:00:00,1376033.676,16,3,4,10,2017
2017-10-26 17:00:00,1346456.304,17,3,4,10,2017
2017-10-26 18:00:00,1306545.507,18,3,4,10,2017
2017-10-26 19:00:00,1250956.335,19,3,4,10,2017
2017-10-26 20:00:00,1205025.061,20,3,4,10,2017
2017-10-26 21:00:00,1168520.96,21,3,4,10,2017
2017-10-26 22:00:00,1135609.498,22,3,4,10,2017
2017-10-26 23:00:00,1097611.106,23,3,4,10,2017
2017-10-27 00:00:00,1069852.956,0,4,4,10,2017
2017-10-27 01:00:00,1043014.423,1,4,4,10,2017
2017-10-27 02:00:00,1025549.653,2,4,4,10,2017
2017-10-27 03:00:00,1014629.073,3,4,4,10,2017
2017-10-27 04:00:00,1008565.967,4,4,4,10,2017
2017-10-27 05:00:00,1019768.001,5,4,4,10,2017
2017-10-27 06:00:00,1047129.365,6,4,4,10,2017
2017-10-27 07:00:00,1104734.362,7,4,4,10,2017
2017-10-27 08:00:00,1219215.823,8,4,4,10,2017
2017-10-27 09:00:00,1322619.801,9,4,4,10,2017
2017-10-27 10:00:00,1377593.636,10,4,4,10,2017
2017-10-27 11:00:00,1394735.88,11,4,4,10,2017
2017-10-27 12:00:00,1389366.932,12,4,4,10,2017
2017-10-27 13:00:00,1380675.435,13,4,4,10,2017
2017-10-27 14:00:00,1391264.654,14,4,4,10,2017
2017-10-27 15:00:00,1385901.488,15,4,4,10,2017
2017-10-27 16:00:00,1371128.839,16,4,4,10,2017
2017-10-27 17:00:00,1345302.217,17,4,4,10,2017
2017-10-27 18:00:00,1312728.109,18,4,4,10,2017
2017-10-27 19:00:00,1261805.513,19,4,4,10,2017
2017-10-27 20:00:00,1218474.209,20,4,4,10,2017
2017-10-27 21:00:00,1180493.506,21,4,4,10,2017
2017-10-27 22:00:00,1142899.996,22,4,4,10,2017
2017-10-27 23:00:00,1101922.112,23,4,4,10,2017
2017-10-28 00:00:00,1072877.912,0,5,4,10,2017
2017-10-28 01:00:00,1038726.751,1,5,4,10,2017
2017-10-28 02:00:00,1018540.845,2,5,4,10,2017
2017-10-28 03:00:00,1002884.023,3,5,4,10,2017
2017-10-28 04:00:00,993757.6629,4,5,4,10,2017
2017-10-28 05:00:00,1002210.481,5,5,4,10,2017
2017-10-28 06:00:00,1011408.005,6,5,4,10,2017
2017-10-28 07:00:00,1039422.461,7,5,4,10,2017
2017-10-28 08:00:00,1104333.01,8,5,4,10,2017
2017-10-28 09:00:00,1177303.51,9,5,4,10,2017
2017-10-28 10:00:00,1225961.719,10,5,4,10,2017
2017-10-28 11:00:00,1242629.619,11,5,4,10,2017
2017-10-28 12:00:00,1239575.931,12,5,4,10,2017
2017-10-28 13:00:00,1229515.439,13,5,4,10,2017
2017-10-28 14:00:00,1233556.273,14,5,4,10,2017
2017-10-28 15:00:00,1229934.423,15,5,4,10,2017
2017-10-28 16:00:00,1218128.707,16,5,4,10,2017
2017-10-28 17:00:00,1206015.432,17,5,4,10,2017
2017-10-28 18:00:00,1207714.286,18,5,4,10,2017
2017-10-28 19:00:00,1172691.24,19,5,4,10,2017
2017-10-28 20:00:00,1156474.588,20,5,4,10,2017
2017-10-28 21:00:00,1137119.968,21,5,4,10,2017
2017-10-28 22:00:00,1111784.946,22,5,4,10,2017
2017-10-28 23:00:00,1082136.766,23,5,4,10,2017
2017-10-29 00:00:00,1051279.097,0,6,4,10,2017
2017-10-29 01:00:00,1031292.555,1,6,4,10,2017
2017-10-29 02:00:00,1012341.441,2,6,4,10,2017
2017-10-29 03:00:00,999132.729,3,6,4,10,2017
2017-10-29 04:00:00,992250.495,4,6,4,10,2017
2017-10-29 05:00:00,990138.571,5,6,4,10,2017
2017-10-29 06:00:00,983093.443,6,6,4,10,2017
2017-10-29 07:00:00,974110.9731,7,6,4,10,2017
2017-10-29 08:00:00,997501.6629,8,6,4,10,2017
2017-10-29 09:00:00,1027752.911,9,6,4,10,2017
2017-10-29 10:00:00,1052963.487,10,6,4,10,2017
2017-10-29 11:00:00,1066811.509,11,6,4,10,2017
2017-10-29 12:00:00,1068872.387,12,6,4,10,2017
2017-10-29 13:00:00,1062212.809,13,6,4,10,2017
2017-10-29 14:00:00,1060332.907,14,6,4,10,2017
2017-10-29 15:00:00,1056587.135,15,6,4,10,2017
2017-10-29 16:00:00,1057250.457,16,6,4,10,2017
2017-10-29 17:00:00,1059565.465,17,6,4,10,2017
2017-10-29 18:00:00,1074888.391,18,6,4,10,2017
2017-10-29 19:00:00,1069174.921,19,6,4,10,2017
2017-10-29 20:00:00,1066227.819,20,6,4,10,2017
2017-10-29 21:00:00,1058385.467,21,6,4,10,2017
2017-10-29 22:00:00,1039069.679,22,6,4,10,2017
2017-10-29 23:00:00,1021075.935,23,6,4,10,2017
2017-10-30 00:00:00,998536.7768,0,0,4,10,2017
2017-10-30 01:00:00,980591.8349,1,0,4,10,2017
2017-10-30 02:00:00,962499.443,2,0,4,10,2017
2017-10-30 03:00:00,956397.3051,3,0,4,10,2017
2017-10-30 04:00:00,951060.1931,4,0,4,10,2017
2017-10-30 05:00:00,961905.489,5,0,4,10,2017
2017-10-30 06:00:00,994102.0108,6,0,4,10,2017
2017-10-30 07:00:00,1054069.31,7,0,4,10,2017
2017-10-30 08:00:00,1164903.536,8,0,4,10,2017
2017-10-30 09:00:00,1268064.031,9,0,4,10,2017
2017-10-30 10:00:00,1328344.899,10,0,4,10,2017
2017-10-30 11:00:00,1344015.819,11,0,4,10,2017
2017-10-30 12:00:00,1340170.195,12,0,4,10,2017
2017-10-30 13:00:00,1332869.153,13,0,4,10,2017
2017-10-30 14:00:00,1341300.137,14,0,4,10,2017
2017-10-30 15:00:00,1337059.699,15,0,4,10,2017
2017-10-30 16:00:00,1321658.103,16,0,4,10,2017
2017-10-30 17:00:00,1298862.149,17,0,4,10,2017
2017-10-30 18:00:00,1267967.771,18,0,4,10,2017
2017-10-30 19:00:00,1215113.107,19,0,4,10,2017
2017-10-30 20:00:00,1165285.68,20,0,4,10,2017
2017-10-30 21:00:00,1127371.448,21,0,4,10,2017
2017-10-30 22:00:00,1094825.708,22,0,4,10,2017
2017-10-30 23:00:00,1062057.808,23,0,4,10,2017
2017-10-31 00:00:00,1034362.56,0,1,4,10,2017
2017-10-31 01:00:00,1009908.951,1,1,4,10,2017
2017-10-31 02:00:00,991126.2828,2,1,4,10,2017
2017-10-31 03:00:00,979612.2209,3,1,4,10,2017
2017-10-31 04:00:00,978229.7029,4,1,4,10,2017
2017-10-31 05:00:00,988743.2549,5,1,4,10,2017
2017-10-31 06:00:00,1015673.609,6,1,4,10,2017
2017-10-31 07:00:00,1070476.982,7,1,4,10,2017
2017-10-31 08:00:00,1172148.794,8,1,4,10,2017
2017-10-31 09:00:00,1266804.295,9,1,4,10,2017
2017-10-31 10:00:00,1321951.441,10,1,4,10,2017
2017-10-31 11:00:00,1335352.207,11,1,4,10,2017
2017-10-31 12:00:00,1333087.003,12,1,4,10,2017
2017-10-31 13:00:00,1325625.855,13,1,4,10,2017
2017-10-31 14:00:00,1342549.539,14,1,4,10,2017
2017-10-31 15:00:00,1344060.025,15,1,4,10,2017
2017-10-31 16:00:00,1331357.609,16,1,4,10,2017
2017-10-31 17:00:00,1307371.893,17,1,4,10,2017
2017-10-31 18:00:00,1274150.011,18,1,4,10,2017
2017-10-31 19:00:00,1216130.173,19,1,4,10,2017
2017-10-31 20:00:00,1169564.094,20,1,4,10,2017
2017-10-31 21:00:00,1130820.448,21,1,4,10,2017
2017-10-31 22:00:00,1096916.876,22,1,4,10,2017
2017-10-31 23:00:00,1058050.11,23,1,4,10,2017
2017-11-01 00:00:00,1030462.411,0,2,4,11,2017
2017-11-01 01:00:00,1009618.517,1,2,4,11,2017
2017-11-01 02:00:00,992072.7548,2,2,4,11,2017
2017-11-01 03:00:00,978071.9889,3,2,4,11,2017
2017-11-01 04:00:00,974399.2269,4,2,4,11,2017
2017-11-01 05:00:00,989333.3589,5,2,4,11,2017
2017-11-01 06:00:00,1014099.135,6,2,4,11,2017
2017-11-01 07:00:00,1066882.686,7,2,4,11,2017
2017-11-01 08:00:00,1171222.334,8,2,4,11,2017
2017-11-01 09:00:00,1264131.299,9,2,4,11,2017
2017-11-01 10:00:00,1321421.661,10,2,4,11,2017
2017-11-01 11:00:00,1336708.685,11,2,4,11,2017
2017-11-01 12:00:00,1336894.027,12,2,4,11,2017
2017-11-01 13:00:00,1328866.951,13,2,4,11,2017
2017-11-01 14:00:00,1342036.053,14,2,4,11,2017
2017-11-01 15:00:00,1338103.059,15,2,4,11,2017
2017-11-01 16:00:00,1327344.841,16,2,4,11,2017
2017-11-01 17:00:00,1305085.217,17,2,4,11,2017
2017-11-01 18:00:00,1275754.449,18,2,4,11,2017
2017-11-01 19:00:00,1214570.859,19,2,4,11,2017
2017-11-01 20:00:00,1164693.526,20,2,4,11,2017
2017-11-01 21:00:00,1131018.652,21,2,4,11,2017
2017-11-01 22:00:00,1096182.648,22,2,4,11,2017
2017-11-01 23:00:00,1056543.158,23,2,4,11,2017
2017-11-02 00:00:00,1027342.947,0,3,4,11,2017
2017-11-02 01:00:00,1008616.941,1,3,4,11,2017
2017-11-02 02:00:00,991179.3828,2,3,4,11,2017
2017-11-02 03:00:00,977596.5689,3,3,4,11,2017
2017-11-02 04:00:00,969551.595,4,3,4,11,2017
2017-11-02 05:00:00,985669.6369,5,3,4,11,2017
2017-11-02 06:00:00,1011989.275,6,3,4,11,2017
2017-11-02 07:00:00,1066370.962,7,3,4,11,2017
2017-11-02 08:00:00,1173683.06,8,3,4,11,2017
2017-11-02 09:00:00,1268527.163,9,3,4,11,2017
2017-11-02 10:00:00,1315683.983,10,3,4,11,2017
2017-11-02 11:00:00,1329475.251,11,3,4,11,2017
2017-11-02 12:00:00,1333249.859,12,3,4,11,2017
2017-11-02 13:00:00,1330383.595,13,3,4,11,2017
2017-11-02 14:00:00,1341259.605,14,3,4,11,2017
2017-11-02 15:00:00,1343612.675,15,3,4,11,2017
2017-11-02 16:00:00,1330182.193,16,3,4,11,2017
2017-11-02 17:00:00,1306293.017,17,3,4,11,2017
2017-11-02 18:00:00,1271450.581,18,3,4,11,2017
2017-11-02 19:00:00,1214893.119,19,3,4,11,2017
2017-11-02 20:00:00,1165503.466,20,3,4,11,2017
2017-11-02 21:00:00,1128541.716,21,3,4,11,2017
2017-11-02 22:00:00,1092957.816,22,3,4,11,2017
2017-11-02 23:00:00,1057658.614,23,3,4,11,2017
2017-11-03 00:00:00,1032083.557,0,4,4,11,2017
2017-11-03 01:00:00,1012190.405,1,4,4,11,2017
2017-11-03 02:00:00,995875.2708,2,4,4,11,2017
2017-11-03 03:00:00,984007.629,3,4,4,11,2017
2017-11-03 04:00:00,981687.789,4,4,4,11,2017
2017-11-03 05:00:00,992773.0409,5,4,4,11,2017
2017-11-03 06:00:00,1019392.891,6,4,4,11,2017
2017-11-03 07:00:00,1073019.988,7,4,4,11,2017
2017-11-03 08:00:00,1170500.79,8,4,4,11,2017
2017-11-03 09:00:00,1261756.195,9,4,4,11,2017
2017-11-03 10:00:00,1320440.825,10,4,4,11,2017
2017-11-03 11:00:00,1339818.167,11,4,4,11,2017
2017-11-03 12:00:00,1340368.671,12,4,4,11,2017
2017-11-03 13:00:00,1330443.145,13,4,4,11,2017
2017-11-03 14:00:00,1345687.951,14,4,4,11,2017
2017-11-03 15:00:00,1342756.569,15,4,4,11,2017
2017-11-03 16:00:00,1329174.467,16,4,4,11,2017
2017-11-03 17:00:00,1300030.469,17,4,4,11,2017
2017-11-03 18:00:00,1269396.183,18,4,4,11,2017
2017-11-03 19:00:00,1215731.682,19,4,4,11,2017
2017-11-03 20:00:00,1170556.022,20,4,4,11,2017
2017-11-03 21:00:00,1135398.084,21,4,4,11,2017
2017-11-03 22:00:00,1100342.771,22,4,4,11,2017
2017-11-03 23:00:00,1062684.993,23,4,4,11,2017
2017-11-04 00:00:00,1030157.401,0,5,4,11,2017
2017-11-04 01:00:00,1018030.061,1,5,4,11,2017
2017-11-04 02:00:00,998835.2551,2,5,4,11,2017
2017-11-04 03:00:00,985303.7732,3,5,4,11,2017
2017-11-04 04:00:00,981315.7593,4,5,4,11,2017
2017-11-04 05:00:00,992062.0992,5,5,4,11,2017
2017-11-04 06:00:00,1001731.883,6,5,4,11,2017
2017-11-04 07:00:00,1032274.437,7,5,4,11,2017
2017-11-04 08:00:00,1097312.763,8,5,4,11,2017
2017-11-04 09:00:00,1172695.096,9,5,4,11,2017
2017-11-04 10:00:00,1224083.958,10,5,4,11,2017
2017-11-04 11:00:00,1238896.639,11,5,4,11,2017
2017-11-04 12:00:00,1240963.422,12,5,4,11,2017
2017-11-04 13:00:00,1233243.208,13,5,4,11,2017
2017-11-04 14:00:00,1239160.898,14,5,4,11,2017
2017-11-04 15:00:00,1234703.524,15,5,4,11,2017
2017-11-04 16:00:00,1217118.372,16,5,4,11,2017
2017-11-04 17:00:00,1194171.988,17,5,4,11,2017
2017-11-04 18:00:00,1187111.846,18,5,4,11,2017
2017-11-04 19:00:00,1151784.992,19,5,4,11,2017
2017-11-04 20:00:00,1124056.221,20,5,4,11,2017
2017-11-04 21:00:00,1102387.873,21,5,4,11,2017
2017-11-04 22:00:00,1075321.993,22,5,4,11,2017
2017-11-04 23:00:00,1045343.483,23,5,4,11,2017
2017-11-05 00:00:00,1017090.549,0,6,4,11,2017
2017-11-05 01:00:00,997297.7751,1,6,4,11,2017
2017-11-05 02:00:00,980978.9492,2,6,4,11,2017
2017-11-05 03:00:00,967202.6733,3,6,4,11,2017
2017-11-05 04:00:00,962172.4054,4,6,4,11,2017
2017-11-05 05:00:00,964641.4874,5,6,4,11,2017
2017-11-05 06:00:00,962570.3174,6,6,4,11,2017
2017-11-05 07:00:00,960090.0913,7,6,4,11,2017
2017-11-05 08:00:00,990445.2191,8,6,4,11,2017
2017-11-05 09:00:00,1018462.297,9,6,4,11,2017
2017-11-05 10:00:00,1050172.467,10,6,4,11,2017
2017-11-05 11:00:00,1062880.163,11,6,4,11,2017
2017-11-05 12:00:00,1070747.957,12,6,4,11,2017
2017-11-05 13:00:00,1061376.745,13,6,4,11,2017
2017-11-05 14:00:00,1065262.769,14,6,4,11,2017
2017-11-05 15:00:00,1061389.243,15,6,4,11,2017
2017-11-05 16:00:00,1053251.527,16,6,4,11,2017
2017-11-05 17:00:00,1049331.386,17,6,4,11,2017
2017-11-05 18:00:00,1065630.115,18,6,4,11,2017
2017-11-05 19:00:00,1060003.758,19,6,4,11,2017
2017-11-05 20:00:00,1057258.276,20,6,4,11,2017
2017-11-05 21:00:00,1050195.824,21,6,4,11,2017
2017-11-05 22:00:00,1032479.968,22,6,4,11,2017
2017-11-05 23:00:00,1014384.738,23,6,4,11,2017
2017-11-06 00:00:00,988210.6917,0,0,4,11,2017
2017-11-06 01:00:00,974177.3257,1,0,4,11,2017
2017-11-06 02:00:00,960586.2818,2,0,4,11,2017
2017-11-06 03:00:00,952031.8099,3,0,4,11,2017
2017-11-06 04:00:00,950549.7238,4,0,4,11,2017
2017-11-06 05:00:00,961269.3858,5,0,4,11,2017
2017-11-06 06:00:00,997421.7236,6,0,4,11,2017
2017-11-06 07:00:00,1068040.757,7,0,4,11,2017
2017-11-06 08:00:00,1174765.354,8,0,4,11,2017
2017-11-06 09:00:00,1274178.534,9,0,4,11,2017
2017-11-06 10:00:00,1320814.523,10,0,4,11,2017
2017-11-06 11:00:00,1327844.715,11,0,4,11,2017
2017-11-06 12:00:00,1329508.857,12,0,4,11,2017
2017-11-06 13:00:00,1326407.873,13,0,4,11,2017
2017-11-06 14:00:00,1332315.749,14,0,4,11,2017
2017-11-06 15:00:00,1334465.311,15,0,4,11,2017
2017-11-06 16:00:00,1321788.455,16,0,4,11,2017
2017-11-06 17:00:00,1297331.96,17,0,4,11,2017
2017-11-06 18:00:00,1268526.42,18,0,4,11,2017
2017-11-06 19:00:00,1212928.92,19,0,4,11,2017
2017-11-06 20:00:00,1167796.835,20,0,4,11,2017
2017-11-06 21:00:00,1129862.061,21,0,4,11,2017
2017-11-06 22:00:00,1090909.177,22,0,4,11,2017
2017-11-06 23:00:00,1051948.069,23,0,4,11,2017
2017-11-07 00:00:00,1026093.411,0,1,4,11,2017
2017-11-07 01:00:00,1002872.898,1,1,4,11,2017
2017-11-07 02:00:00,984479.3776,2,1,4,11,2017
2017-11-07 03:00:00,972875.8057,3,1,4,11,2017
2017-11-07 04:00:00,971482.6477,4,1,4,11,2017
2017-11-07 05:00:00,983937.9216,5,1,4,11,2017
2017-11-07 06:00:00,1012316.699,6,1,4,11,2017
2017-11-07 07:00:00,1075463.169,7,1,4,11,2017
2017-11-07 08:00:00,1186511.762,8,1,4,11,2017
2017-11-07 09:00:00,1284290.494,9,1,4,11,2017
2017-11-07 10:00:00,1340397.683,10,1,4,11,2017
2017-11-07 11:00:00,1359993.177,11,1,4,11,2017
2017-11-07 12:00:00,1362735.355,12,1,4,11,2017
2017-11-07 13:00:00,1354251.399,13,1,4,11,2017
2017-11-07 14:00:00,1364541.897,14,1,4,11,2017
2017-11-07 15:00:00,1360635.199,15,1,4,11,2017
2017-11-07 16:00:00,1346074.221,16,1,4,11,2017
2017-11-07 17:00:00,1316550.911,17,1,4,11,2017
2017-11-07 18:00:00,1278730.126,18,1,4,11,2017
2017-11-07 19:00:00,1223150.706,19,1,4,11,2017
2017-11-07 20:00:00,1175842.491,20,1,4,11,2017
2017-11-07 21:00:00,1139439.761,21,1,4,11,2017
2017-11-07 22:00:00,1105144.277,22,1,4,11,2017
2017-11-07 23:00:00,1069231.375,23,1,4,11,2017
2017-11-08 00:00:00,1039130.655,0,2,4,11,2017
2017-11-08 01:00:00,1016098.911,1,2,4,11,2017
2017-11-08 02:00:00,997780.5496,2,2,4,11,2017
2017-11-08 03:00:00,985195.1676,3,2,4,11,2017
2017-11-08 04:00:00,980071.5917,4,2,4,11,2017
2017-11-08 05:00:00,992795.0577,5,2,4,11,2017
2017-11-08 06:00:00,1019472.161,6,2,4,11,2017
2017-11-08 07:00:00,1080792.237,7,2,4,11,2017
2017-11-08 08:00:00,1175878.288,8,2,4,11,2017
2017-11-08 09:00:00,1290886.223,9,2,4,11,2017
2017-11-08 10:00:00,1333027.235,10,2,4,11,2017
2017-11-08 11:00:00,1349306.315,11,2,4,11,2017
2017-11-08 12:00:00,1351741.611,12,2,4,11,2017
2017-11-08 13:00:00,1336183.525,13,2,4,11,2017
2017-11-08 14:00:00,1342572.811,14,2,4,11,2017
2017-11-08 15:00:00,1336705.513,15,2,4,11,2017
2017-11-08 16:00:00,1316523.493,16,2,4,11,2017
2017-11-08 17:00:00,1300676.963,17,2,4,11,2017
2017-11-08 18:00:00,1262792.752,18,2,4,11,2017
