Time,Load (kW)
2017-08-30 03:00:00,995142.2241
2017-08-30 04:00:00,944243.0262
2017-08-30 05:00:00,989664.3081
2017-08-30 06:00:00,1031000.208
2017-08-30 07:00:00,1108024.207
2017-08-30 08:00:00,1227537.482
2017-08-30 09:00:00,1340025.091
2017-08-30 10:00:00,1400687.342
2017-08-30 11:00:00,1422965.504
2017-08-30 12:00:00,1423381.478
2017-08-30 13:00:00,1421853.988
2017-08-30 14:00:00,1443883.85
2017-08-30 15:00:00,1449765.058
2017-08-30 16:00:00,1442114.498
2017-08-30 17:00:00,1402986.227
2017-08-30 18:00:00,1352619.901
2017-08-30 19:00:00,1310634.7
2017-08-30 20:00:00,1257743.386
2017-08-30 21:00:00,1221431.705
2017-08-30 22:00:00,1194080.877
2017-08-30 23:00:00,1160613.943
2017-08-31 00:00:00,1121315.886
2017-08-31 01:00:00,1091781.238
2017-08-31 02:00:00,1071134.556
2017-08-31 03:00:00,1056048.052
2017-08-31 04:00:00,1047322.678
2017-08-31 05:00:00,1061096.108
2017-08-31 06:00:00,1088639.766
2017-08-31 07:00:00,1158963.297
2017-08-31 08:00:00,1274695.95
2017-08-31 09:00:00,1383011.657
2017-08-31 10:00:00,1446016.532
2017-08-31 11:00:00,1462421.312
2017-08-31 12:00:00,1454326.312
2017-08-31 13:00:00,1454719.412
2017-08-31 14:00:00,1470654.284
2017-08-31 15:00:00,1468002.078
2017-08-31 16:00:00,1449349.046
2017-08-31 17:00:00,1408853.238
2017-08-31 18:00:00,1351626.411
2017-08-31 19:00:00,1274041.846
2017-08-31 20:00:00,1203247.557
2017-08-31 21:00:00,1176210.161
2017-08-31 22:00:00,1150950.931
2017-08-31 23:00:00,1118393.711
2017-09-01 00:00:00,1077059.904
2017-09-01 01:00:00,1042207.222
2017-09-01 02:00:00,1022156.522
2017-09-01 03:00:00,1008409.652
2017-09-01 04:00:00,998376.4862
2017-09-01 05:00:00,1009072.918
2017-09-01 06:00:00,1034929.0
2017-09-01 07:00:00,1100645.423
2017-09-01 08:00:00,1214581.056
2017-09-01 09:00:00,1316620.191
2017-09-01 10:00:00,1363210.401
2017-09-01 11:00:00,1383184.609
2017-09-01 12:00:00,1386430.292
2017-09-01 13:00:00,1380632.047
2017-09-01 14:00:00,1397868.944
2017-09-01 15:00:00,1403029.366
2017-09-01 16:00:00,1393046.324
2017-09-01 17:00:00,1357415.707
2017-09-01 18:00:00,1308157.203
2017-09-01 19:00:00,1253727.68
2017-09-01 20:00:00,1204486.282
2017-09-01 21:00:00,1170726.359
2017-09-01 22:00:00,1137237.957
2017-09-01 23:00:00,1105000.475
2017-09-02 00:00:00,1074750.987
2017-09-02 01:00:00,1042138.842
2017-09-02 02:00:00,1018207.29
2017-09-02 03:00:00,1004442.122
2017-09-02 04:00:00,995313.4422
2017-09-02 05:00:00,1007372.002
2017-09-02 06:00:00,1019353.5
2017-09-02 07:00:00,1058180.216
2017-09-02 08:00:00,1132575.375
2017-09-02 09:00:00,1215792.042
2017-09-02 10:00:00,1258393.088
2017-09-02 11:00:00,1261299.362
2017-09-02 12:00:00,1251356.508
2017-09-02 13:00:00,1237496.936
2017-09-02 14:00:00,1242587.59
2017-09-02 15:00:00,1243507.22
2017-09-02 16:00:00,1229376.906
2017-09-02 17:00:00,1208679.033
2017-09-02 18:00:00,1191845.715
2017-09-02 19:00:00,1165915.317
2017-09-02 20:00:00,1140413.187
2017-09-02 21:00:00,1121021.447
2017-09-02 22:00:00,1101778.663
2017-09-02 23:00:00,1066733.102
2017-09-03 00:00:00,1041783.874
2017-09-03 01:00:00,1012883.052
2017-09-03 02:00:00,996109.4441
2017-09-03 03:00:00,982109.1883
2017-09-03 04:00:00,975264.4263
2017-09-03 05:00:00,978461.3063
2017-09-03 06:00:00,973035.2103
2017-09-03 07:00:00,971810.0443
2017-09-03 08:00:00,1001320.158
2017-09-03 09:00:00,1031503.806
2017-09-03 10:00:00,1055682.622
2017-09-03 11:00:00,1067001.95
2017-09-03 12:00:00,1066198.292
2017-09-03 13:00:00,1059017.3
2017-09-03 14:00:00,1062936.26
2017-09-03 15:00:00,1056173.644
2017-09-03 16:00:00,1050294.524
2017-09-03 17:00:00,1046500.254
2017-09-03 18:00:00,1059884.906
2017-09-03 19:00:00,1066679.14
2017-09-03 20:00:00,1061190.738
2017-09-03 21:00:00,1053426.912
2017-09-03 22:00:00,1036338.52
2017-09-03 23:00:00,1020733.986
2017-09-04 00:00:00,1000671.314
2017-09-04 01:00:00,981744.4482
2017-09-04 02:00:00,965505.7244
2017-09-04 03:00:00,956967.5764
2017-09-04 04:00:00,954542.1764
2017-09-04 05:00:00,969947.2263
2017-09-04 06:00:00,1004105.984
2017-09-04 07:00:00,1079851.223
2017-09-04 08:00:00,1207211.99
2017-09-04 09:00:00,1321862.535
2017-09-04 10:00:00,1379347.177
2017-09-04 11:00:00,1397565.106
2017-09-04 12:00:00,1395711.614
2017-09-04 13:00:00,1387140.36
2017-09-04 14:00:00,1397439.904
2017-09-04 15:00:00,1395234.086
2017-09-04 16:00:00,1382318.2
2017-09-04 17:00:00,1337797.309
2017-09-04 18:00:00,1286867.759
2017-09-04 19:00:00,1234666.49
2017-09-04 20:00:00,1184081.11
2017-09-04 21:00:00,1145076.455
2017-09-04 22:00:00,1112148.697
2017-09-04 23:00:00,1080126.783
2017-09-05 00:00:00,1047951.1
2017-09-05 01:00:00,1016724.346
2017-09-05 02:00:00,994762.3521
2017-09-05 03:00:00,983136.8522
2017-09-05 04:00:00,977456.1602
2017-09-05 05:00:00,993589.7061
2017-09-05 06:00:00,1023841.766
2017-09-05 07:00:00,1098115.719
2017-09-05 08:00:00,1219568.388
2017-09-05 09:00:00,1328289.335
2017-09-05 10:00:00,1377923.764
2017-09-05 11:00:00,1388630.724
2017-09-05 12:00:00,1385716.606
2017-09-05 13:00:00,1372230.138
2017-09-05 14:00:00,1353667.377
2017-09-05 15:00:00,1340506.185
2017-09-05 16:00:00,1323181.669
2017-09-05 17:00:00,1282170.131
2017-09-05 18:00:00,1229785.574
2017-09-05 19:00:00,1167455.487
2017-09-05 20:00:00,1121325.005
2017-09-05 21:00:00,1091245.337
2017-09-05 22:00:00,1055905.561
2017-09-05 23:00:00,1029981.644
2017-09-06 00:00:00,998843.7799
2017-09-06 01:00:00,977596.898
2017-09-06 02:00:00,964076.2341
2017-09-06 03:00:00,951579.2343
2017-09-06 04:00:00,947143.2463
2017-09-06 05:00:00,959367.5683
2017-09-06 06:00:00,980455.432
2017-09-06 07:00:00,1033201.142
2017-09-06 08:00:00,1129653.905
2017-09-06 09:00:00,1220786.226
2017-09-06 10:00:00,1257369.042
2017-09-06 11:00:00,1265258.956
2017-09-06 12:00:00,1254306.854
2017-09-06 13:00:00,1236580.472
2017-09-06 14:00:00,1226408.47
2017-09-06 15:00:00,1209131.908
2017-09-06 16:00:00,1190526.674
2017-09-06 17:00:00,1164901.686
2017-09-06 18:00:00,1141788.481
2017-09-06 19:00:00,1115322.779
2017-09-06 20:00:00,1091498.899
2017-09-06 21:00:00,1068281.889
2017-09-06 22:00:00,1044255.474
2017-09-06 23:00:00,1016811.636
2017-09-07 00:00:00,988954.8859
2017-09-07 01:00:00,969480.5741
2017-09-07 02:00:00,957525.3362
2017-09-07 03:00:00,946461.1663
2017-09-07 04:00:00,943064.3243
2017-09-07 05:00:00,955694.8283
2017-09-07 06:00:00,989223.956
2017-09-07 07:00:00,1053022.111
2017-09-07 08:00:00,1163652.672
2017-09-07 09:00:00,1258385.112
2017-09-07 10:00:00,1312744.059
2017-09-07 11:00:00,1326032.027
2017-09-07 12:00:00,1324824.041
2017-09-07 13:00:00,1319065.601
2017-09-07 14:00:00,1331209.831
2017-09-07 15:00:00,1328547.617
2017-09-07 16:00:00,1319491.427
2017-09-07 17:00:00,1292316.715
2017-09-07 18:00:00,1246865.33
2017-09-07 19:00:00,1198506.4
2017-09-07 20:00:00,1147157.832
2017-09-07 21:00:00,1105956.723
2017-09-07 22:00:00,1068875.795
2017-09-07 23:00:00,1034651.948
2017-09-08 00:00:00,999694.7578
2017-09-08 01:00:00,974349.924
2017-09-08 02:00:00,959023.3482
2017-09-08 03:00:00,948118.2663
2017-09-08 04:00:00,942139.6883
2017-09-08 05:00:00,958401.1443
2017-09-08 06:00:00,987488.09
2017-09-08 07:00:00,1053371.567
2017-09-08 08:00:00,1173428.766
2017-09-08 09:00:00,1269361.759
2017-09-08 10:00:00,1324805.863
2017-09-08 11:00:00,1338934.273
2017-09-08 12:00:00,1335837.243
2017-09-08 13:00:00,1325047.065
2017-09-08 14:00:00,1345268.833
2017-09-08 15:00:00,1341235.881
2017-09-08 16:00:00,1331364.659
2017-09-08 17:00:00,1296867.005
2017-09-08 18:00:00,1251281.858
2017-09-08 19:00:00,1202063.62
2017-09-08 20:00:00,1154201.158
2017-09-08 21:00:00,1113491.537
2017-09-08 22:00:00,1077808.185
2017-09-08 23:00:00,1041421.329
2017-09-09 00:00:00,1015088.344
2017-09-09 01:00:00,988952.0599
2017-09-09 02:00:00,971834.0081
2017-09-09 03:00:00,960067.6262
2017-09-09 04:00:00,953531.0663
2017-09-09 05:00:00,964314.1902
2017-09-09 06:00:00,975372.8022
2017-09-09 07:00:00,1008734.25
2017-09-09 08:00:00,1075327.091
2017-09-09 09:00:00,1156557.489
2017-09-09 10:00:00,1204240.752
2017-09-09 11:00:00,1220462.638
2017-09-09 12:00:00,1218523.676
2017-09-09 13:00:00,1207778.038
2017-09-09 14:00:00,1213117.688
2017-09-09 15:00:00,1208630.85
2017-09-09 16:00:00,1194290.026
2017-09-09 17:00:00,1166795.752
2017-09-09 18:00:00,1153722.527
2017-09-09 19:00:00,1134114.827
2017-09-09 20:00:00,1108955.339
2017-09-09 21:00:00,1086680.189
2017-09-09 22:00:00,1055683.551
2017-09-09 23:00:00,1033586.328
2017-09-10 00:00:00,1000735.748
2017-09-10 01:00:00,976464.5119
2017-09-10 02:00:00,957035.8282
2017-09-10 03:00:00,949457.5442
2017-09-10 04:00:00,939784.1863
2017-09-10 05:00:00,941735.1043
2017-09-10 06:00:00,937780.3404
2017-09-10 07:00:00,940637.6743
2017-09-10 08:00:00,973482.256
2017-09-10 09:00:00,1006933.356
2017-09-10 10:00:00,1033450.843
2017-09-10 11:00:00,1052964.931
2017-09-10 12:00:00,1055625.635
2017-09-10 13:00:00,1045899.071
2017-09-10 14:00:00,1043705.315
2017-09-10 15:00:00,1038237.575
2017-09-10 16:00:00,1036416.075
2017-09-10 17:00:00,1032345.097
2017-09-10 18:00:00,1042357.465
2017-09-10 19:00:00,1046045.469
2017-09-10 20:00:00,1037954.241
2017-09-10 21:00:00,1028799.09
2017-09-10 22:00:00,1010393.38
2017-09-10 23:00:00,992916.7978
2017-09-11 00:00:00,973521.336
2017-09-11 01:00:00,948107.2301
2017-09-11 02:00:00,932243.1603
2017-09-11 03:00:00,925433.6463
2017-09-11 04:00:00,920674.1384
2017-09-11 05:00:00,934605.4902
2017-09-11 06:00:00,962017.4461
2017-09-11 07:00:00,1038021.815
2017-09-11 08:00:00,1161077.094
2017-09-11 09:00:00,1273385.153
2017-09-11 10:00:00,1328836.766
2017-09-11 11:00:00,1336757.044
2017-09-11 12:00:00,1335885.134
2017-09-11 13:00:00,1326255.648
2017-09-11 14:00:00,1341307.002
2017-09-11 15:00:00,1335570.494
2017-09-11 16:00:00,1327601.516
2017-09-11 17:00:00,1291748.581
2017-09-11 18:00:00,1242389.847
2017-09-11 19:00:00,1187624.994
2017-09-11 20:00:00,1137626.426
2017-09-11 21:00:00,1092178.953
2017-09-11 22:00:00,1052975.811
2017-09-11 23:00:00,1025544.371
2017-09-12 00:00:00,998987.7017
2017-09-12 01:00:00,973437.4599
2017-09-12 02:00:00,956265.694
2017-09-12 03:00:00,945733.9762
2017-09-12 04:00:00,938751.4142
2017-09-12 05:00:00,952732.1982
2017-09-12 06:00:00,979254.06
2017-09-12 07:00:00,1048373.315
2017-09-12 08:00:00,1170757.434
2017-09-12 09:00:00,1281298.121
2017-09-12 10:00:00,1335607.048
2017-09-12 11:00:00,1348503.72
2017-09-12 12:00:00,1350765.618
2017-09-12 13:00:00,1341717.508
2017-09-12 14:00:00,1353663.38
2017-09-12 15:00:00,1352061.984
2017-09-12 16:00:00,1341902.234
2017-09-12 17:00:00,1312487.499
2017-09-12 18:00:00,1259725.187
2017-09-12 19:00:00,1200508.064
2017-09-12 20:00:00,1153535.832
2017-09-12 21:00:00,1111137.053
2017-09-12 22:00:00,1072975.725
2017-09-12 23:00:00,1041722.849
2017-09-13 00:00:00,1016516.938
2017-09-13 01:00:00,994717.9038
2017-09-13 02:00:00,974672.09
2017-09-13 03:00:00,964353.5861
2017-09-13 04:00:00,959000.1701
2017-09-13 05:00:00,970983.0061
2017-09-13 06:00:00,998715.4579
2017-09-13 07:00:00,1065470.311
2017-09-13 08:00:00,1192086.376
2017-09-13 09:00:00,1310075.387
2017-09-13 10:00:00,1362320.262
2017-09-13 11:00:00,1373781.706
2017-09-13 12:00:00,1372971.306
2017-09-13 13:00:00,1381915.23
2017-09-13 14:00:00,1388937.624
2017-09-13 15:00:00,1371568.35
2017-09-13 16:00:00,1395039.372
2017-09-13 17:00:00,1374483.077
2017-09-13 18:00:00,1327781.995
2017-09-13 19:00:00,1276518.768
2017-09-13 20:00:00,1225677.014
2017-09-13 21:00:00,1185811.131
2017-09-13 22:00:00,1147266.117
2017-09-13 23:00:00,1117469.641
2017-09-14 00:00:00,1082373.062
2017-09-14 01:00:00,1053718.79
2017-09-14 02:00:00,1034083.436
2017-09-14 03:00:00,1023240.764
2017-09-14 04:00:00,1014851.52
2017-09-14 05:00:00,1025593.97
2017-09-14 06:00:00,1049226.526
2017-09-14 07:00:00,1118408.515
2017-09-14 08:00:00,1249315.892
2017-09-14 09:00:00,1365908.971
2017-09-14 10:00:00,1417877.94
2017-09-14 11:00:00,1433239.838
2017-09-14 12:00:00,1434639.558
2017-09-14 13:00:00,1424524.402
2017-09-14 14:00:00,1441993.414
2017-09-14 15:00:00,1436817.128
2017-09-14 16:00:00,1422308.166
2017-09-14 17:00:00,1385262.835
2017-09-14 18:00:00,1338055.575
2017-09-14 19:00:00,1285308.336
2017-09-14 20:00:00,1241660.948
2017-09-14 21:00:00,1199683.743
2017-09-14 22:00:00,1157674.245
2017-09-14 23:00:00,1124426.609
2017-09-15 00:00:00,1101800.462
2017-09-15 01:00:00,1073467.952
2017-09-15 02:00:00,1054026.498
2017-09-15 03:00:00,1043201.582
2017-09-15 04:00:00,1035108.49
2017-09-15 05:00:00,1048968.67
2017-09-15 06:00:00,1072611.344
2017-09-15 07:00:00,1141138.199
2017-09-15 08:00:00,1256734.908
2017-09-15 09:00:00,1358234.299
2017-09-15 10:00:00,1403272.391
2017-09-15 11:00:00,1418944.642
2017-09-15 12:00:00,1412750.284
2017-09-15 13:00:00,1401456.052
2017-09-15 14:00:00,1418705.014
2017-09-15 15:00:00,1420785.562
2017-09-15 16:00:00,1403233.317
2017-09-15 17:00:00,1363376.133
2017-09-15 18:00:00,1314233.145
2017-09-15 19:00:00,1252119.69
2017-09-15 20:00:00,1192095.293
2017-09-15 21:00:00,1149232.847
2017-09-15 22:00:00,1113583.851
2017-09-15 23:00:00,1089925.502
2017-09-16 00:00:00,1074812.814
2017-09-16 01:00:00,1052453.466
2017-09-16 02:00:00,1032996.294
2017-09-16 03:00:00,1018972.306
2017-09-16 04:00:00,1009332.12
2017-09-16 05:00:00,1007038.914
2017-09-16 06:00:00,1001113.024
2017-09-16 07:00:00,1009864.542
2017-09-16 08:00:00,1045020.186
2017-09-16 09:00:00,1085341.022
2017-09-16 10:00:00,1117152.869
2017-09-16 11:00:00,1130605.731
2017-09-16 12:00:00,1125617.359
2017-09-16 13:00:00,1124803.771
2017-09-16 14:00:00,1129782.209
2017-09-16 15:00:00,1125431.327
2017-09-16 16:00:00,1115858.285
2017-09-16 17:00:00,1102964.143
2017-09-16 18:00:00,1109669.765
2017-09-16 19:00:00,1116460.753
2017-09-16 20:00:00,1101269.237
2017-09-16 21:00:00,1089429.052
2017-09-16 22:00:00,1080436.942
2017-09-16 23:00:00,1065918.75
2017-09-17 00:00:00,1054348.146
2017-09-17 01:00:00,1036015.766
2017-09-17 02:00:00,1015944.55
2017-09-17 03:00:00,1006508.446
2017-09-17 04:00:00,997753.5905
2017-09-17 05:00:00,989939.9685
2017-09-17 06:00:00,987717.4765
2017-09-17 07:00:00,999905.5485
2017-09-17 08:00:00,1028555.86
2017-09-17 09:00:00,1065715.252
2017-09-17 10:00:00,1098908.156
2017-09-17 11:00:00,1117815.365
2017-09-17 12:00:00,1123464.885
2017-09-17 13:00:00,1121249.699
2017-09-17 14:00:00,1130966.595
2017-09-17 15:00:00,1131525.474
2017-09-17 16:00:00,1122976.804
2017-09-17 17:00:00,1108759.444
2017-09-17 18:00:00,1120397.39
2017-09-17 19:00:00,1127206.908
2017-09-17 20:00:00,1118185.796
2017-09-17 21:00:00,1112690.178
2017-09-17 22:00:00,1105403.632
2017-09-17 23:00:00,1091232.784
2017-09-18 00:00:00,1067914.016
2017-09-18 01:00:00,1046030.352
2017-09-18 02:00:00,1029120.745
2017-09-18 03:00:00,1017737.443
2017-09-18 04:00:00,1011485.589
2017-09-18 05:00:00,1011498.193
2017-09-18 06:00:00,1014926.826
2017-09-18 07:00:00,1030014.822
2017-09-18 08:00:00,1076109.298
2017-09-18 09:00:00,1136339.305
2017-09-18 10:00:00,1184762.401
2017-09-18 11:00:00,1208744.607
2017-09-18 12:00:00,1209703.433
2017-09-18 13:00:00,1211447.703
2017-09-18 14:00:00,1219723.157
2017-09-18 15:00:00,1217180.619
2017-09-18 16:00:00,1209113.137
2017-09-18 17:00:00,1186397.745
2017-09-18 18:00:00,1179849.621
2017-09-18 19:00:00,1167891.939
2017-09-18 20:00:00,1152365.754
2017-09-18 21:00:00,1137254.342
2017-09-18 22:00:00,1117799.592
2017-09-18 23:00:00,1101490.04
2017-09-19 00:00:00,1074290.006
2017-09-19 01:00:00,1051205.212
2017-09-19 02:00:00,1034518.708
2017-09-19 03:00:00,1024261.914
2017-09-19 04:00:00,1017502.908
2017-09-19 05:00:00,1031515.234
2017-09-19 06:00:00,1060887.304
2017-09-19 07:00:00,1133651.866
2017-09-19 08:00:00,1269172.296
2017-09-19 09:00:00,1385519.721
2017-09-19 10:00:00,1453184.435
2017-09-19 11:00:00,1477688.515
2017-09-19 12:00:00,1480307.109
2017-09-19 13:00:00,1475479.817
2017-09-19 14:00:00,1492522.866
2017-09-19 15:00:00,1486023.421
2017-09-19 16:00:00,1467759.217
2017-09-19 17:00:00,1424899.557
2017-09-19 18:00:00,1368292.09
2017-09-19 19:00:00,1306239.868
2017-09-19 20:00:00,1253295.909
2017-09-19 21:00:00,1220413.717
2017-09-19 22:00:00,1191772.283
2017-09-19 23:00:00,1158994.502
2017-09-20 00:00:00,1116438.872
2017-09-20 01:00:00,1084617.498
2017-09-20 02:00:00,1064171.614
2017-09-20 03:00:00,1051994.042
2017-09-20 04:00:00,1041089.436
2017-09-20 05:00:00,1051409.408
2017-09-20 06:00:00,1072116.882
2017-09-20 07:00:00,1143440.195
2017-09-20 08:00:00,1277131.054
2017-09-20 09:00:00,1387442.609
2017-09-20 10:00:00,1450358.843
2017-09-20 11:00:00,1470558.013
2017-09-20 12:00:00,1473641.419
2017-09-20 13:00:00,1464652.893
2017-09-20 14:00:00,1485114.739
2017-09-20 15:00:00,1484789.067
2017-09-20 16:00:00,1473261.457
2017-09-20 17:00:00,1433645.637
2017-09-20 18:00:00,1369861.754
2017-09-20 19:00:00,1307064.26
2017-09-20 20:00:00,1253643.323
2017-09-20 21:00:00,1218094.007
2017-09-20 22:00:00,1185509.949
2017-09-20 23:00:00,1155304.008
2017-09-21 00:00:00,1119980.526
2017-09-21 01:00:00,1087840.124
2017-09-21 02:00:00,1064919.582
2017-09-21 03:00:00,1049508.928
2017-09-21 04:00:00,1041482.0
2017-09-21 05:00:00,1053427.724
2017-09-21 06:00:00,1081921.504
2017-09-21 07:00:00,1143577.673
2017-09-21 08:00:00,1275231.318
2017-09-21 09:00:00,1401202.113
2017-09-21 10:00:00,1447719.673
2017-09-21 11:00:00,1461535.245
2017-09-21 12:00:00,1464155.617
2017-09-21 13:00:00,1465888.269
2017-09-21 14:00:00,1490729.115
2017-09-21 15:00:00,1491332.625
2017-09-21 16:00:00,1470891.925
2017-09-21 17:00:00,1428868.167
2017-09-21 18:00:00,1366915.87
2017-09-21 19:00:00,1301214.125
2017-09-21 20:00:00,1254247.489
2017-09-21 21:00:00,1217325.093
2017-09-21 22:00:00,1182109.133
2017-09-21 23:00:00,1149642.162
2017-09-22 00:00:00,1115576.288
2017-09-22 01:00:00,1087713.466
2017-09-22 02:00:00,1061016.734
2017-09-22 03:00:00,1048601.178
2017-09-22 04:00:00,1039017.226
2017-09-22 05:00:00,1048711.464
2017-09-22 06:00:00,1079829.416
2017-09-22 07:00:00,1152520.024
2017-09-22 08:00:00,1286171.689
2017-09-22 09:00:00,1401661.308
2017-09-22 10:00:00,1460589.369
2017-09-22 11:00:00,1484809.191
2017-09-22 12:00:00,1486126.491
2017-09-22 13:00:00,1473664.619
2017-09-22 14:00:00,1488452.565
2017-09-22 15:00:00,1480045.151
2017-09-22 16:00:00,1439515.899
2017-09-22 17:00:00,1389010.51
2017-09-22 18:00:00,1326476.244
2017-09-22 19:00:00,1267448.417
2017-09-22 20:00:00,1218946.511
2017-09-22 21:00:00,1179395.087
2017-09-22 22:00:00,1151732.48
2017-09-22 23:00:00,1120507.818
2017-09-23 00:00:00,1089386.366
2017-09-23 01:00:00,1059761.132
2017-09-23 02:00:00,1038890.604
2017-09-23 03:00:00,1023500.44
2017-09-23 04:00:00,1015466.509
2017-09-23 05:00:00,1022295.813
2017-09-23 06:00:00,1032280.691
2017-09-23 07:00:00,1073102.75
2017-09-23 08:00:00,1150845.528
2017-09-23 09:00:00,1244619.097
2017-09-23 10:00:00,1297045.461
2017-09-23 11:00:00,1325387.343
2017-09-23 12:00:00,1327691.377
2017-09-23 13:00:00,1316521.593
2017-09-23 14:00:00,1329023.015
2017-09-23 15:00:00,1312263.245
2017-09-23 16:00:00,1284312.335
2017-09-23 17:00:00,1258418.233
2017-09-23 18:00:00,1226515.821
2017-09-23 19:00:00,1182144.123
2017-09-23 20:00:00,1150291.49
2017-09-23 21:00:00,1123950.524
2017-09-23 22:00:00,1103166.888
2017-09-23 23:00:00,1074783.794
2017-09-24 00:00:00,1042002.466
2017-09-24 01:00:00,1019135.86
2017-09-24 02:00:00,999020.0246
2017-09-24 03:00:00,992687.7927
2017-09-24 04:00:00,986766.5867
2017-09-24 05:00:00,985836.3947
2017-09-24 06:00:00,981418.4088
2017-09-24 07:00:00,980993.1407
2017-09-24 08:00:00,1013528.191
2017-09-24 09:00:00,1051601.66
2017-09-24 10:00:00,1086356.168
2017-09-24 11:00:00,1110929.072
2017-09-24 12:00:00,1121101.956
2017-09-24 13:00:00,1117416.87
2017-09-24 14:00:00,1120851.086
2017-09-24 15:00:00,1118733.36
2017-09-24 16:00:00,1101875.918
2017-09-24 17:00:00,1095388.948
2017-09-24 18:00:00,1103476.966
2017-09-24 19:00:00,1085519.48
2017-09-24 20:00:00,1073949.258
2017-09-24 21:00:00,1067148.828
2017-09-24 22:00:00,1056133.26
2017-09-24 23:00:00,1035434.612
2017-09-25 00:00:00,1012758.872
2017-09-25 01:00:00,995043.0686
2017-09-25 02:00:00,978427.9247
2017-09-25 03:00:00,969060.7128
2017-09-25 04:00:00,965870.2048
2017-09-25 05:00:00,978672.8607
2017-09-25 06:00:00,1014365.754
2017-09-25 07:00:00,1094070.082
2017-09-25 08:00:00,1222790.617
2017-09-25 09:00:00,1338134.006
2017-09-25 10:00:00,1396498.783
2017-09-25 11:00:00,1410477.029
2017-09-25 12:00:00,1410420.425
2017-09-25 13:00:00,1409430.597
2017-09-25 14:00:00,1421311.883
2017-09-25 15:00:00,1415280.693
2017-09-25 16:00:00,1393947.289
2017-09-25 17:00:00,1353800.622
2017-09-25 18:00:00,1312059.384
2017-09-25 19:00:00,1256465.165
2017-09-25 20:00:00,1202168.715
2017-09-25 21:00:00,1165695.185
2017-09-25 22:00:00,1129363.692
2017-09-25 23:00:00,1093738.17
2017-09-26 00:00:00,1061582.532
2017-09-26 01:00:00,1031500.244
2017-09-26 02:00:00,1014087.472
2017-09-26 03:00:00,1002372.345
2017-09-26 04:00:00,995535.8866
2017-09-26 05:00:00,1005271.712
2017-09-26 06:00:00,1027910.418
2017-09-26 07:00:00,1106233.73
2017-09-26 08:00:00,1235380.009
2017-09-26 09:00:00,1336671.676
2017-09-26 10:00:00,1376290.002
2017-09-26 11:00:00,1397196.412
2017-09-26 12:00:00,1392855.336
2017-09-26 13:00:00,1387471.058
2017-09-26 14:00:00,1392583.346
2017-09-26 15:00:00,1388008.384
2017-09-26 16:00:00,1369731.91
2017-09-26 17:00:00,1335612.56
2017-09-26 18:00:00,1291703.02
2017-09-26 19:00:00,1239027.131
2017-09-26 20:00:00,1186070.703
2017-09-26 21:00:00,1150395.297
2017-09-26 22:00:00,1113318.566
2017-09-26 23:00:00,1078947.394
2017-09-27 00:00:00,1049266.722
2017-09-27 01:00:00,1024125.054
2017-09-27 02:00:00,1004308.258
2017-09-27 03:00:00,992768.4346
2017-09-27 04:00:00,985793.9946
2017-09-27 05:00:00,1000008.939
2017-09-27 06:00:00,1024622.188
2017-09-27 07:00:00,1091417.314
2017-09-27 08:00:00,1218440.181
2017-09-27 09:00:00,1330436.846
2017-09-27 10:00:00,1377596.012
2017-09-27 11:00:00,1390860.474
2017-09-27 12:00:00,1384091.33
2017-09-27 13:00:00,1377968.712
2017-09-27 14:00:00,1384416.646
2017-09-27 15:00:00,1368543.632
2017-09-27 16:00:00,1353085.846
2017-09-27 17:00:00,1325039.374
2017-09-27 18:00:00,1290573.467
2017-09-27 19:00:00,1247649.885
2017-09-27 20:00:00,1196948.957
2017-09-27 21:00:00,1157529.531
2017-09-27 22:00:00,1122054.186
2017-09-27 23:00:00,1089075.214
2017-09-28 00:00:00,1059661.15
2017-09-28 01:00:00,1032142.134
2017-09-28 02:00:00,1013192.522
2017-09-28 03:00:00,999839.7866
2017-09-28 04:00:00,992515.7986
2017-09-28 05:00:00,1006554.137
2017-09-28 06:00:00,1032711.44
2017-09-28 07:00:00,1104272.62
2017-09-28 08:00:00,1233464.993
2017-09-28 09:00:00,1343762.692
2017-09-28 10:00:00,1409090.924
2017-09-28 11:00:00,1411670.406
2017-09-28 12:00:00,1404242.248
2017-09-28 13:00:00,1399496.406
2017-09-28 14:00:00,1411423.548
2017-09-28 15:00:00,1408946.416
2017-09-28 16:00:00,1401456.222
2017-09-28 17:00:00,1365058.048
2017-09-28 18:00:00,1314125.516
2017-09-28 19:00:00,1266677.769
2017-09-28 20:00:00,1210554.127
2017-09-28 21:00:00,1171526.301
2017-09-28 22:00:00,1137554.692
2017-09-28 23:00:00,1105877.798
2017-09-29 00:00:00,1073999.456
2017-09-29 01:00:00,1042419.764
2017-09-29 02:00:00,1023912.267
2017-09-29 03:00:00,1008823.045
2017-09-29 04:00:00,1002626.065
2017-09-29 05:00:00,1015142.089
2017-09-29 06:00:00,1042177.494
2017-09-29 07:00:00,1116264.766
2017-09-29 08:00:00,1242344.253
2017-09-29 09:00:00,1361288.754
2017-09-29 10:00:00,1419266.298
2017-09-29 11:00:00,1432889.27
2017-09-29 12:00:00,1413697.098
2017-09-29 13:00:00,1397280.902
2017-09-29 14:00:00,1423447.712
2017-09-29 15:00:00,1420869.852
2017-09-29 16:00:00,1399328.564
2017-09-29 17:00:00,1368966.2
2017-09-29 18:00:00,1320102.688
