Time,Cloud Cover (%),Pressure_kpa,Temperature (C) ,Wind Direction (deg),Wind Speed (kmh)
28/5/2017 22:00,76,1005,16,161,6
28/5/2017 23:00,86,1004,14,153,8
29/5/2017 0:00,95,1004,14,146,9
29/5/2017 1:00,74,1004,14,155,9
29/5/2017 2:00,53,1004,14,163,9
29/5/2017 3:00,32,1004,14,172,9
29/5/2017 4:00,29,1004,14,176,9
29/5/2017 5:00,27,1004,16,180,9
29/5/2017 6:00,24,1005,16,184,9
29/5/2017 7:00,29,1005,18,194,9
29/5/2017 8:00,34,1005,20,203,9
29/5/2017 9:00,38,1005,20,213,9
29/5/2017 10:00,34,1004,22,221,11
29/5/2017 11:00,30,1004,22,230,13
29/5/2017 12:00,25,1003,22,238,14
29/5/2017 13:00,24,1003,22,244,14
29/5/2017 14:00,23,1003,20,249,13
29/5/2017 15:00,21,1002,20,254,13
29/5/2017 16:00,31,1003,20,246,12
29/5/2017 17:00,41,1003,18,238,11
29/5/2017 18:00,50,1004,18,230,10
29/5/2017 19:00,44,1004,18,214,9
29/5/2017 20:00,37,1005,16,198,8
29/5/2017 21:00,31,1005,16,182,6
29/5/2017 22:00,32,1005,16,183,7
29/5/2017 23:00,32,1005,16,185,8
30/5/2017 0:00,33,1004,16,186,9
30/5/2017 1:00,35,1004,16,183,8
30/5/2017 2:00,36,1004,14,179,7
30/5/2017 3:00,37,1004,14,175,6
30/5/2017 4:00,43,1004,16,181,7
30/5/2017 5:00,48,1005,16,187,7
30/5/2017 6:00,53,1005,16,193,8
30/5/2017 7:00,51,1005,18,203,8
30/5/2017 8:00,50,1005,20,213,9
30/5/2017 9:00,48,1006,20,223,9
30/5/2017 10:00,41,1005,20,231,10
30/5/2017 11:00,34,1005,22,239,11
30/5/2017 12:00,27,1004,22,247,12
30/5/2017 13:00,34,1004,22,246,11
30/5/2017 14:00,41,1004,20,244,10
30/5/2017 15:00,49,1004,20,242,10
30/5/2017 16:00,45,1004,20,235,9
30/5/2017 17:00,41,1005,18,227,9
30/5/2017 18:00,38,1005,18,220,9
30/5/2017 19:00,39,1005,18,204,9
30/5/2017 20:00,40,1006,18,189,9
30/5/2017 21:00,41,1006,16,173,9
30/5/2017 22:00,42,1006,16,172,9
30/5/2017 23:00,44,1006,16,171,10
31/5/2017 0:00,45,1006,16,171,10
31/5/2017 1:00,49,1006,16,167,9
31/5/2017 2:00,53,1006,16,164,8
31/5/2017 3:00,57,1006,14,161,7
31/5/2017 4:00,63,1006,16,162,8
31/5/2017 5:00,68,1007,16,163,8
31/5/2017 6:00,73,1007,18,163,9
31/5/2017 7:00,63,1007,20,180,10
31/5/2017 8:00,54,1007,20,197,11
31/5/2017 9:00,44,1007,22,214,13
31/5/2017 10:00,45,1007,22,221,14
31/5/2017 11:00,47,1007,22,228,15
31/5/2017 12:00,49,1006,22,235,17
31/5/2017 13:00,43,1006,22,236,15
31/5/2017 14:00,38,1006,22,237,13
31/5/2017 15:00,33,1006,22,239,12
31/5/2017 16:00,34,1006,20,227,11
31/5/2017 17:00,36,1006,20,216,11
31/5/2017 18:00,38,1007,18,205,10
31/5/2017 19:00,48,1007,18,205,10
31/5/2017 20:00,58,1008,18,204,9
31/5/2017 21:00,68,1008,18,204,9
31/5/2017 22:00,60,1008,18,199,8
31/5/2017 23:00,52,1008,18,194,8
1/6/2017 0:00,44,1007,16,189,7
1/6/2017 1:00,58,1007,16,184,7
1/6/2017 2:00,71,1007,16,179,7
1/6/2017 3:00,84,1007,16,175,6
1/6/2017 4:00,84,1007,16,176,7
1/6/2017 5:00,83,1008,18,177,8
1/6/2017 6:00,83,1008,18,179,9
1/6/2017 7:00,70,1008,20,184,9
1/6/2017 8:00,57,1008,20,190,8
1/6/2017 9:00,44,1008,22,195,8
1/6/2017 10:00,41,1007,22,204,11
1/6/2017 11:00,39,1007,22,212,13
1/6/2017 12:00,36,1006,22,221,15
1/6/2017 13:00,35,1006,22,234,15
1/6/2017 14:00,35,1006,22,248,15
1/6/2017 15:00,35,1005,20,262,15
1/6/2017 16:00,32,1006,20,251,13
1/6/2017 17:00,30,1006,20,241,10
1/6/2017 18:00,28,1006,18,230,7
1/6/2017 19:00,26,1007,18,207,7
1/6/2017 20:00,24,1007,18,184,6
1/6/2017 21:00,22,1007,16,160,6
1/6/2017 22:00,23,1007,16,164,7
1/6/2017 23:00,24,1006,16,167,8
2/6/2017 0:00,26,1006,16,171,9
2/6/2017 1:00,29,1006,16,160,9
2/6/2017 2:00,33,1006,16,149,8
2/6/2017 3:00,36,1006,16,138,8
2/6/2017 4:00,32,1006,16,149,9
2/6/2017 5:00,27,1006,18,161,10
2/6/2017 6:00,23,1007,18,172,11
2/6/2017 7:00,24,1007,20,187,11
2/6/2017 8:00,25,1007,22,202,12
2/6/2017 9:00,27,1007,22,218,12
2/6/2017 10:00,23,1006,22,225,13
2/6/2017 11:00,20,1006,22,233,15
2/6/2017 12:00,17,1005,22,240,16
2/6/2017 13:00,15,1005,22,238,15
2/6/2017 14:00,14,1005,22,235,15
2/6/2017 15:00,12,1006,22,233,14
2/6/2017 16:00,13,1006,20,232,13
2/6/2017 17:00,13,1006,20,231,13
2/6/2017 18:00,14,1007,18,230,12
2/6/2017 19:00,22,1007,18,221,11
2/6/2017 20:00,31,1008,18,211,9
2/6/2017 21:00,40,1008,18,201,8
2/6/2017 22:00,47,1008,18,197,8
2/6/2017 23:00,54,1007,16,192,8
3/6/2017 0:00,62,1007,16,188,8
3/6/2017 1:00,73,1007,16,167,7
3/6/2017 2:00,85,1006,16,147,7
3/6/2017 3:00,97,1006,14,126,6
3/6/2017 4:00,90,1006,16,138,7
3/6/2017 5:00,83,1007,16,151,7
3/6/2017 6:00,75,1007,16,163,8
3/6/2017 7:00,62,1007,18,188,8
3/6/2017 8:00,49,1007,20,214,9
3/6/2017 9:00,35,1007,22,239,10
3/6/2017 10:00,29,1007,22,242,12
3/6/2017 11:00,23,1006,22,246,14
3/6/2017 12:00,17,1006,22,249,16
3/6/2017 13:00,16,1006,22,249,16
3/6/2017 14:00,15,1006,22,249,16
3/6/2017 15:00,14,1006,22,249,15
3/6/2017 16:00,19,1006,20,243,15
3/6/2017 17:00,23,1006,20,237,14
3/6/2017 18:00,27,1007,18,232,14
3/6/2017 19:00,35,1007,18,235,11
3/6/2017 20:00,42,1008,18,239,8
3/6/2017 21:00,50,1008,16,242,5
3/6/2017 22:00,57,1007,16,230,6
3/6/2017 23:00,65,1007,16,218,6
4/6/2017 0:00,72,1006,16,205,6
4/6/2017 1:00,78,1006,16,210,5
4/6/2017 2:00,84,1006,16,214,3
4/6/2017 3:00,90,1006,16,219,2
4/6/2017 4:00,83,1007,16,209,4
4/6/2017 5:00,77,1007,16,200,6
4/6/2017 6:00,70,1007,18,190,9
4/6/2017 7:00,55,1007,20,213,10
4/6/2017 8:00,41,1008,20,237,12
4/6/2017 9:00,26,1008,22,260,14
4/6/2017 10:00,21,1007,22,257,15
4/6/2017 11:00,17,1006,22,254,16
4/6/2017 12:00,12,1006,22,252,18
4/6/2017 13:00,15,1006,22,255,16
4/6/2017 14:00,18,1005,22,258,14
4/6/2017 15:00,22,1005,22,262,12
4/6/2017 16:00,20,1005,20,255,12
4/6/2017 17:00,18,1006,18,248,11
4/6/2017 18:00,16,1006,18,241,11
4/6/2017 19:00,24,1006,18,227,10
4/6/2017 20:00,32,1006,18,213,9
4/6/2017 21:00,41,1007,16,199,9
4/6/2017 22:00,43,1006,16,198,9
4/6/2017 23:00,45,1006,16,197,10
5/6/2017 0:00,47,1006,16,196,10
5/6/2017 1:00,64,1005,16,203,9
5/6/2017 2:00,81,1005,16,211,7
5/6/2017 3:00,98,1005,14,218,6
5/6/2017 4:00,92,1005,16,211,7
5/6/2017 5:00,86,1006,16,204,8
5/6/2017 6:00,80,1006,16,197,9
5/6/2017 7:00,64,1006,18,215,10
5/6/2017 8:00,49,1006,20,233,11
5/6/2017 9:00,33,1006,22,251,11
5/6/2017 10:00,31,1006,22,249,14
5/6/2017 11:00,30,1005,22,246,16
5/6/2017 12:00,28,1005,22,244,19
5/6/2017 13:00,25,1005,22,246,18
5/6/2017 14:00,22,1004,22,248,17
5/6/2017 15:00,19,1004,20,250,15
5/6/2017 16:00,21,1005,20,242,15
5/6/2017 17:00,24,1005,18,234,15
5/6/2017 18:00,26,1006,18,226,15
5/6/2017 19:00,28,1006,18,224,14
5/6/2017 20:00,30,1006,16,223,13
5/6/2017 21:00,32,1006,16,221,12
5/6/2017 22:00,40,1006,16,218,12
5/6/2017 23:00,48,1006,16,215,13
6/6/2017 0:00,56,1005,16,213,13
6/6/2017 1:00,64,1005,16,217,14
6/6/2017 2:00,72,1005,16,221,14
6/6/2017 3:00,79,1005,16,225,15
6/6/2017 4:00,74,1005,16,223,15
6/6/2017 5:00,68,1006,18,220,16
6/6/2017 6:00,62,1006,18,218,17
6/6/2017 7:00,51,1006,18,223,17
6/6/2017 8:00,39,1006,20,228,17
6/6/2017 9:00,27,1006,22,234,17
6/6/2017 10:00,25,1006,22,235,18
6/6/2017 11:00,22,1005,22,236,19
6/6/2017 12:00,19,1005,22,237,20
6/6/2017 13:00,17,1005,22,240,19
6/6/2017 14:00,14,1005,20,242,18
6/6/2017 15:00,12,1004,20,245,17
6/6/2017 16:00,24,1005,20,236,16
6/6/2017 17:00,36,1005,18,228,16
6/6/2017 18:00,47,1006,18,219,15
6/6/2017 19:00,50,1006,16,215,13
6/6/2017 20:00,52,1006,16,211,12
6/6/2017 21:00,54,1006,16,207,10
6/6/2017 22:00,62,1006,16,202,12
6/6/2017 23:00,71,1006,16,197,13
7/6/2017 0:00,79,1005,16,192,15
7/6/2017 1:00,75,1005,16,201,15
7/6/2017 2:00,70,1005,16,209,15
7/6/2017 3:00,66,1005,16,218,16
7/6/2017 4:00,63,1005,16,217,16
7/6/2017 5:00,60,1006,16,215,17
7/6/2017 6:00,57,1006,18,214,18
7/6/2017 7:00,45,1007,18,217,18
7/6/2017 8:00,32,1007,20,219,19
7/6/2017 9:00,20,1007,22,222,19
7/6/2017 10:00,17,1007,22,222,21
7/6/2017 11:00,14,1006,22,223,24
7/6/2017 12:00,11,1006,22,224,26
7/6/2017 13:00,18,1006,22,228,25
7/6/2017 14:00,25,1005,20,232,25
7/6/2017 15:00,32,1005,20,236,24
7/6/2017 16:00,42,1006,20,231,23
7/6/2017 17:00,51,1006,18,227,22
7/6/2017 18:00,61,1006,18,223,22
7/6/2017 19:00,58,1007,18,224,21
7/6/2017 20:00,54,1007,16,225,20
7/6/2017 21:00,50,1007,16,226,19
7/6/2017 22:00,54,1007,16,226,19
7/6/2017 23:00,59,1007,16,225,18
8/6/2017 0:00,63,1006,16,225,18
8/6/2017 1:00,65,1006,16,225,17
8/6/2017 2:00,66,1006,16,226,15
8/6/2017 3:00,68,1006,14,226,13
8/6/2017 4:00,59,1006,16,227,15
8/6/2017 5:00,50,1007,16,228,16
8/6/2017 6:00,42,1007,16,229,17
8/6/2017 7:00,34,1007,18,227,18
8/6/2017 8:00,27,1007,18,225,19
8/6/2017 9:00,19,1008,20,223,20
8/6/2017 10:00,29,1007,20,226,21
8/6/2017 11:00,38,1007,20,229,22
8/6/2017 12:00,47,1006,20,232,23
8/6/2017 13:00,40,1006,20,238,23
8/6/2017 14:00,34,1006,20,245,22
8/6/2017 15:00,27,1005,18,251,22
8/6/2017 16:00,28,1006,18,247,20
8/6/2017 17:00,30,1006,18,243,19
8/6/2017 18:00,31,1007,16,239,17
8/6/2017 19:00,32,1007,16,224,15
8/6/2017 20:00,33,1007,16,208,13
8/6/2017 21:00,35,1007,16,193,12
8/6/2017 22:00,41,1007,16,199,13
8/6/2017 23:00,47,1007,14,206,14
9/6/2017 0:00,53,1006,14,212,15
9/6/2017 1:00,61,1006,14,229,16
9/6/2017 2:00,68,1006,16,246,17
9/6/2017 3:00,76,1006,16,263,18
9/6/2017 4:00,70,1006,16,257,18
9/6/2017 5:00,64,1007,16,252,17
9/6/2017 6:00,59,1007,18,247,17
9/6/2017 7:00,55,1007,18,249,16
9/6/2017 8:00,50,1007,18,251,16
9/6/2017 9:00,46,1007,20,252,15
9/6/2017 10:00,41,1006,20,254,16
9/6/2017 11:00,36,1006,20,255,18
9/6/2017 12:00,32,1005,20,256,19
9/6/2017 13:00,28,1005,20,255,19
9/6/2017 14:00,24,1005,20,254,18
9/6/2017 15:00,20,1004,18,253,18
9/6/2017 16:00,22,1005,18,250,17
9/6/2017 17:00,24,1005,18,246,17
9/6/2017 18:00,26,1006,16,243,17
9/6/2017 19:00,26,1006,16,230,15
9/6/2017 20:00,27,1006,16,217,13
9/6/2017 21:00,27,1006,16,204,10
9/6/2017 22:00,29,1006,14,207,11
9/6/2017 23:00,30,1005,14,210,12
10/6/2017 0:00,31,1005,14,213,13
10/6/2017 1:00,42,1004,14,226,14
10/6/2017 2:00,54,1004,14,239,15
10/6/2017 3:00,65,1003,14,252,16
10/6/2017 4:00,56,1004,16,253,17
10/6/2017 5:00,48,1004,16,255,17
10/6/2017 6:00,39,1004,16,256,18
10/6/2017 7:00,39,1004,18,254,16
10/6/2017 8:00,38,1004,18,253,14
10/6/2017 9:00,38,1004,18,251,12
10/6/2017 10:00,39,1004,18,254,14
10/6/2017 11:00,41,1003,18,257,16
10/6/2017 12:00,42,1003,20,259,18
10/6/2017 13:00,39,1002,18,260,20
10/6/2017 14:00,36,1002,18,261,21
10/6/2017 15:00,33,1002,18,262,22
10/6/2017 16:00,30,1002,16,258,20
10/6/2017 17:00,27,1002,16,254,18
10/6/2017 18:00,24,1003,16,250,16
10/6/2017 19:00,24,1003,16,245,15
10/6/2017 20:00,25,1003,16,239,13
10/6/2017 21:00,25,1003,14,234,12
10/6/2017 22:00,25,1003,14,232,12
10/6/2017 23:00,25,1002,14,229,13
11/6/2017 0:00,26,1002,14,226,14
11/6/2017 1:00,27,1002,14,219,13
11/6/2017 2:00,29,1001,14,212,12
11/6/2017 3:00,31,1001,14,204,12
11/6/2017 4:00,31,1001,14,201,13
11/6/2017 5:00,32,1001,14,197,14
11/6/2017 6:00,33,1001,16,194,15
11/6/2017 7:00,40,1001,16,207,15
11/6/2017 8:00,47,1002,18,220,16
11/6/2017 9:00,54,1002,18,233,17
11/6/2017 10:00,60,1001,18,235,18
11/6/2017 11:00,66,1001,18,237,20
11/6/2017 12:00,71,1001,18,239,21
11/6/2017 13:00,68,1000,18,230,18
11/6/2017 14:00,64,1000,18,222,14
11/6/2017 15:00,61,1000,18,213,11
11/6/2017 16:00,66,1000,16,211,12
11/6/2017 17:00,70,1001,16,209,13
11/6/2017 18:00,75,1001,16,207,13
11/6/2017 19:00,63,1002,16,201,13
11/6/2017 20:00,51,1002,14,195,12
11/6/2017 21:00,39,1002,14,189,11
11/6/2017 22:00,39,1002,14,185,11
11/6/2017 23:00,38,1002,14,182,11
12/6/2017 0:00,38,1001,14,179,11
12/6/2017 1:00,52,1001,14,210,11
12/6/2017 2:00,65,1001,14,241,11
12/6/2017 3:00,79,1000,14,272,12
12/6/2017 4:00,70,1001,14,260,13
12/6/2017 5:00,62,1001,16,248,14
12/6/2017 6:00,53,1002,18,236,16
12/6/2017 7:00,69,1002,18,233,20
12/6/2017 8:00,84,1002,18,229,24
12/6/2017 9:00,100,1002,18,226,28
12/6/2017 10:00,85,1002,18,229,28
12/6/2017 11:00,70,1002,18,231,29
12/6/2017 12:00,55,1002,18,234,29
12/6/2017 13:00,65,1002,18,229,25
12/6/2017 14:00,75,1002,18,224,21
12/6/2017 15:00,85,1001,18,219,17
12/6/2017 16:00,75,1002,16,217,18
12/6/2017 17:00,65,1002,16,216,20
12/6/2017 18:00,55,1003,14,214,22
12/6/2017 19:00,48,1003,14,215,19
12/6/2017 20:00,40,1003,14,217,16
12/6/2017 21:00,33,1004,14,218,13
12/6/2017 22:00,37,1003,14,216,14
12/6/2017 23:00,40,1003,14,214,16
13/6/2017 0:00,44,1003,14,212,17
13/6/2017 1:00,42,1003,14,216,18
13/6/2017 2:00,40,1002,14,220,18
13/6/2017 3:00,39,1002,14,224,19
13/6/2017 4:00,49,1002,16,221,21
13/6/2017 5:00,59,1003,16,218,24
13/6/2017 6:00,69,1003,16,214,27
13/6/2017 7:00,65,1003,18,214,28
13/6/2017 8:00,60,1003,18,214,29
13/6/2017 9:00,56,1003,18,214,30
13/6/2017 10:00,57,1003,18,215,30
13/6/2017 11:00,58,1003,18,216,31
13/6/2017 12:00,60,1003,18,217,32
13/6/2017 13:00,59,1002,18,215,29
13/6/2017 14:00,58,1002,18,213,26
13/6/2017 15:00,57,1002,18,211,24
13/6/2017 16:00,60,1002,16,209,25
13/6/2017 17:00,63,1003,16,208,27
13/6/2017 18:00,66,1003,16,207,28
13/6/2017 19:00,71,1003,16,203,27
13/6/2017 20:00,75,1003,16,200,25
13/6/2017 21:00,79,1003,16,197,23
13/6/2017 22:00,80,1003,16,200,25
13/6/2017 23:00,80,1002,16,204,26
14/6/2017 0:00,81,1002,14,207,27
14/6/2017 1:00,80,1002,14,215,26
14/6/2017 2:00,79,1002,14,223,24
14/6/2017 3:00,78,1002,14,232,22
14/6/2017 4:00,76,1002,16,227,24
14/6/2017 5:00,74,1003,16,222,27
14/6/2017 6:00,73,1003,16,217,29
14/6/2017 7:00,76,1003,18,216,30
14/6/2017 8:00,79,1003,18,215,30
14/6/2017 9:00,82,1003,18,214,31
14/6/2017 10:00,86,1003,18,213,32
14/6/2017 11:00,89,1003,18,212,32
14/6/2017 12:00,93,1003,18,211,33
14/6/2017 13:00,95,1002,16,223,33
14/6/2017 14:00,98,1002,16,236,32
14/6/2017 15:00,100,1002,16,249,31
14/6/2017 16:00,95,1002,16,246,32
14/6/2017 17:00,91,1003,16,243,32
14/6/2017 18:00,86,1003,16,241,32
14/6/2017 19:00,87,1003,16,232,32
14/6/2017 20:00,87,1004,16,224,31
14/6/2017 21:00,88,1004,16,216,31
14/6/2017 22:00,86,1004,16,215,30
14/6/2017 23:00,84,1003,16,214,28
15/6/2017 0:00,81,1003,16,214,27
15/6/2017 1:00,73,1003,16,217,25
15/6/2017 2:00,65,1003,16,220,23
15/6/2017 3:00,56,1002,16,223,21
15/6/2017 4:00,60,1003,16,221,23
15/6/2017 5:00,64,1004,16,220,26
15/6/2017 6:00,68,1004,16,218,29
15/6/2017 7:00,70,1004,18,216,28
15/6/2017 8:00,71,1004,18,213,28
15/6/2017 9:00,73,1004,18,211,27
15/6/2017 10:00,74,1004,18,211,29
15/6/2017 11:00,75,1004,18,212,30
15/6/2017 12:00,76,1003,18,213,32
15/6/2017 13:00,78,1003,18,220,31
15/6/2017 14:00,79,1003,18,228,30
15/6/2017 15:00,81,1002,18,235,29
15/6/2017 16:00,80,1002,16,234,29
15/6/2017 17:00,79,1003,16,232,30
15/6/2017 18:00,78,1003,16,231,30
15/6/2017 19:00,73,1003,16,232,29
15/6/2017 20:00,68,1004,16,232,27
15/6/2017 21:00,63,1004,16,233,26
15/6/2017 22:00,63,1003,16,234,27
15/6/2017 23:00,64,1003,16,235,27
16/6/2017 0:00,64,1003,16,236,27
16/6/2017 1:00,60,1002,16,239,27
16/6/2017 2:00,55,1002,16,242,27
16/6/2017 3:00,50,1002,14,246,26
16/6/2017 4:00,56,1002,16,244,27
16/6/2017 5:00,63,1003,16,242,28
16/6/2017 6:00,70,1004,16,240,29
16/6/2017 7:00,65,1004,16,238,28
16/6/2017 8:00,61,1004,18,236,27
16/6/2017 9:00,56,1004,18,234,26
16/6/2017 10:00,55,1004,18,234,28
16/6/2017 11:00,54,1003,18,234,30
16/6/2017 12:00,53,1003,18,234,31
16/6/2017 13:00,56,1003,18,234,29
16/6/2017 14:00,58,1002,18,234,27
16/6/2017 15:00,61,1002,18,235,26
16/6/2017 16:00,62,1002,16,236,27
16/6/2017 17:00,64,1003,16,237,28
16/6/2017 18:00,65,1003,16,238,30
16/6/2017 19:00,68,1004,16,235,26
16/6/2017 20:00,71,1004,16,233,22
16/6/2017 21:00,75,1004,14,230,18
16/6/2017 22:00,75,1004,14,232,20
16/6/2017 23:00,75,1004,14,234,23
17/6/2017 0:00,75,1003,14,236,26
17/6/2017 1:00,78,1003,14,241,26
17/6/2017 2:00,81,1003,14,247,26
17/6/2017 3:00,84,1002,14,253,26
17/6/2017 4:00,82,1002,14,251,27
17/6/2017 5:00,80,1003,16,249,27
17/6/2017 6:00,79,1003,16,247,28
17/6/2017 7:00,74,1004,16,244,27
17/6/2017 8:00,69,1004,16,242,25
17/6/2017 9:00,64,1004,16,239,23
17/6/2017 10:00,62,1004,16,242,24
17/6/2017 11:00,61,1004,18,246,25
17/6/2017 12:00,59,1004,18,249,26
17/6/2017 13:00,55,1003,16,252,26
17/6/2017 14:00,50,1003,16,255,25
17/6/2017 15:00,46,1003,16,259,24
17/6/2017 16:00,49,1003,16,254,24
17/6/2017 17:00,53,1003,16,250,25
17/6/2017 18:00,56,1004,14,246,25
17/6/2017 19:00,61,1004,14,243,24
17/6/2017 20:00,66,1004,14,239,22
17/6/2017 21:00,70,1004,14,236,21
17/6/2017 22:00,75,1004,14,236,23
17/6/2017 23:00,79,1004,14,235,24
18/6/2017 0:00,83,1004,14,235,26
18/6/2017 1:00,77,1003,14,244,26
18/6/2017 2:00,72,1003,14,253,26
18/6/2017 3:00,66,1003,14,262,26
18/6/2017 4:00,69,1003,14,258,25
18/6/2017 5:00,71,1004,14,253,24
18/6/2017 6:00,74,1005,16,249,23
18/6/2017 7:00,77,1005,16,246,23
18/6/2017 8:00,80,1005,16,243,23
18/6/2017 9:00,83,1005,18,240,23
18/6/2017 10:00,68,1005,18,239,23
18/6/2017 11:00,53,1005,18,237,23
18/6/2017 12:00,38,1005,18,235,23
18/6/2017 13:00,40,1004,18,236,22
18/6/2017 14:00,43,1004,16,237,20
18/6/2017 15:00,45,1003,16,237,19
18/6/2017 16:00,47,1004,16,236,20
18/6/2017 17:00,49,1004,16,234,21
18/6/2017 18:00,51,1005,14,233,22
18/6/2017 19:00,53,1005,14,232,21
18/6/2017 20:00,55,1006,14,231,21
18/6/2017 21:00,57,1006,14,231,20
18/6/2017 22:00,59,1006,14,232,21
18/6/2017 23:00,60,1005,14,233,21
19/6/2017 0:00,62,1005,14,234,22
19/6/2017 1:00,56,1005,14,241,20
19/6/2017 2:00,50,1004,14,249,18
19/6/2017 3:00,44,1004,14,256,16
19/6/2017 4:00,47,1005,14,255,17
19/6/2017 5:00,50,1006,14,253,18
19/6/2017 6:00,53,1006,16,252,19
19/6/2017 7:00,50,1006,16,247,18
19/6/2017 8:00,46,1007,16,243,17
19/6/2017 9:00,43,1007,18,238,17
19/6/2017 10:00,36,1007,18,240,18
19/6/2017 11:00,30,1006,18,241,19
19/6/2017 12:00,23,1006,18,242,21
19/6/2017 13:00,31,1006,18,245,20
19/6/2017 14:00,38,1006,16,247,19
19/6/2017 15:00,45,1005,16,249,18
19/6/2017 16:00,42,1006,16,245,18
19/6/2017 17:00,38,1006,16,241,18
19/6/2017 18:00,34,1007,14,237,18
19/6/2017 19:00,37,1007,14,232,16
19/6/2017 20:00,40,1007,14,228,14
19/6/2017 21:00,43,1008,14,223,13
19/6/2017 22:00,41,1007,12,224,14
19/6/2017 23:00,40,1007,12,225,15
20/6/2017 0:00,38,1006,12,226,17
20/6/2017 1:00,40,1006,12,231,16
20/6/2017 2:00,42,1006,12,237,15
20/6/2017 3:00,44,1006,12,242,14
20/6/2017 4:00,44,1006,14,241,16
20/6/2017 5:00,44,1006,14,239,17
20/6/2017 6:00,44,1007,16,238,18
20/6/2017 7:00,52,1007,16,241,20
20/6/2017 8:00,59,1007,16,243,22
20/6/2017 9:00,67,1007,16,246,24
20/6/2017 10:00,56,1007,16,246,23
20/6/2017 11:00,45,1007,18,247,23
20/6/2017 12:00,34,1006,18,247,22
20/6/2017 13:00,38,1006,16,251,20
20/6/2017 14:00,41,1006,16,254,18
20/6/2017 15:00,45,1006,16,258,16
20/6/2017 16:00,42,1006,16,251,16
20/6/2017 17:00,39,1007,14,245,16
20/6/2017 18:00,36,1007,14,238,17
20/6/2017 19:00,36,1007,14,237,17
20/6/2017 20:00,37,1007,14,236,17
20/6/2017 21:00,37,1008,14,235,18
20/6/2017 22:00,44,1007,14,236,18
20/6/2017 23:00,51,1007,14,237,18
21/6/2017 0:00,58,1006,14,238,19
21/6/2017 1:00,56,1006,14,242,17
21/6/2017 2:00,54,1006,14,246,16
21/6/2017 3:00,52,1006,12,250,14
21/6/2017 4:00,61,1006,14,249,15
21/6/2017 5:00,69,1007,14,248,17
21/6/2017 6:00,78,1007,16,247,18
21/6/2017 7:00,77,1007,16,246,19
21/6/2017 8:00,77,1007,16,245,20
21/6/2017 9:00,76,1007,18,244,21
21/6/2017 10:00,75,1007,18,245,21
21/6/2017 11:00,73,1007,18,247,22
21/6/2017 12:00,71,1007,18,248,22
21/6/2017 13:00,62,1006,16,248,20
21/6/2017 14:00,53,1006,16,248,17
21/6/2017 15:00,44,1006,16,249,15
21/6/2017 16:00,44,1006,16,246,15
21/6/2017 17:00,44,1007,14,243,15
21/6/2017 18:00,44,1007,14,241,15
21/6/2017 19:00,45,1007,14,231,14
21/6/2017 20:00,47,1008,14,222,12
21/6/2017 21:00,48,1008,14,213,10
21/6/2017 22:00,50,1008,14,211,11
21/6/2017 23:00,53,1007,12,209,11
22/6/2017 0:00,55,1007,12,207,12
22/6/2017 1:00,60,1007,12,208,12
22/6/2017 2:00,65,1007,12,209,12
22/6/2017 3:00,69,1007,12,210,12
22/6/2017 4:00,64,1007,14,220,14
22/6/2017 5:00,58,1007,14,230,15
22/6/2017 6:00,53,1008,16,239,17
22/6/2017 7:00,43,1008,16,242,16
22/6/2017 8:00,33,1008,16,245,15
22/6/2017 9:00,24,1008,16,248,15
22/6/2017 10:00,23,1007,18,249,16
22/6/2017 11:00,22,1007,18,250,16
22/6/2017 12:00,21,1007,18,250,17
22/6/2017 13:00,22,1006,16,248,17
22/6/2017 14:00,24,1006,16,246,16
22/6/2017 15:00,25,1006,16,243,15
22/6/2017 16:00,30,1006,16,240,15
22/6/2017 17:00,34,1007,14,236,15
22/6/2017 18:00,39,1007,14,233,14
22/6/2017 19:00,36,1008,14,229,14
22/6/2017 20:00,34,1008,14,226,14
22/6/2017 21:00,31,1008,14,222,14
22/6/2017 22:00,40,1008,12,222,14
22/6/2017 23:00,49,1007,12,221,14
23/6/2017 0:00,58,1007,12,221,13
23/6/2017 1:00,64,1007,12,226,13
23/6/2017 2:00,69,1007,12,232,12
23/6/2017 3:00,75,1007,12,237,12
23/6/2017 4:00,71,1007,12,233,12
23/6/2017 5:00,67,1008,14,229,12
23/6/2017 6:00,64,1008,14,225,12
23/6/2017 7:00,61,1008,14,229,13
23/6/2017 8:00,58,1008,16,233,13
23/6/2017 9:00,54,1009,16,238,14
23/6/2017 10:00,50,1008,16,239,14
23/6/2017 11:00,46,1008,16,239,15
23/6/2017 12:00,42,1008,18,240,15
23/6/2017 13:00,38,1008,16,237,15
23/6/2017 14:00,34,1008,16,235,14
23/6/2017 15:00,30,1008,16,232,14
23/6/2017 16:00,30,1008,16,233,13
23/6/2017 17:00,30,1008,14,234,13
23/6/2017 18:00,29,1008,14,235,12
23/6/2017 19:00,28,1009,14,233,12
23/6/2017 20:00,26,1009,12,231,11
23/6/2017 21:00,24,1009,12,229,11
23/6/2017 22:00,33,1009,12,223,10
23/6/2017 23:00,42,1009,12,217,9
24/6/2017 0:00,51,1008,12,211,8
24/6/2017 1:00,63,1008,12,206,8
24/6/2017 2:00,75,1008,10,200,8
24/6/2017 3:00,88,1008,10,195,8
24/6/2017 4:00,85,1008,12,203,7
24/6/2017 5:00,82,1008,12,210,6
24/6/2017 6:00,79,1008,12,218,6
